player,points,rebounds,assists,class
Roger Brown,1.8,3.0,0.3,4
Corky Calhoun,5.3,3.6,1.1,4
Bob Carrington,8.2,2.3,1.5,4
Ron Carter,3.0,1.1,0.6,4
Don Chaney,8.4,3.9,2.1,4
Jim Cleamons,8.3,3.0,3.9,4
John Coughran,2.8,0.8,0.5,4
Terry Crosby,1.5,0.3,1.8,4
Harry Davis,4.0,1.6,0.4,4
Paul Dawkins,5.5,2.2,1.4,4
Greg Deane,1.4,0.9,0.9,4
Bo Ellis,3.6,2.9,0.7,4
Earl Evans,4.4,2.1,1.0,4
Walt Frazier,18.9,5.9,6.1,3
Terry Furlow,10.7,2.1,2.4,1
Gary Garland,4.3,1.8,1.9,4
John Gianelli,7.8,5.9,1.5,4
Jack Givens,6.7,2.9,0.9,4
Mike Green,8.4,5.4,1.4,4
Darnell Hillman,8.6,6.6,1.4,4
Phil Jackson,6.7,4.3,1.1,4
Lynbert Johnson,3.0,1.6,0.2,4
Irv Kiffin,3.2,1.5,0.7,4
Carl Kilpatrick,1.5,2.0,0.0,4
Arvid Kramer,2.0,1.5,0.4,4
John Kuester,3.3,1.0,2.3,4
Butch Lee,8.1,1.4,3.2,4
Steve Malovic,2.1,2.2,0.7,4
Pete Maravich,24.2,4.2,5.4,0
Dave Meyers,11.2,6.3,2.3,1
Eric Money,12.2,2.1,3.8,1
Earl Monroe,18.8,3.0,3.9,1
Sylvester Norris,2.4,2.5,0.4,4
John Olive,1.3,0.6,0.1,4
Wiley Peck,3.5,3.5,0.6,4
Marlon Redmond,6.5,2.1,1.0,4
Charlie Scott,17.9,3.6,4.8,1
Paul Silas,9.4,9.9,2.1,4
Ralph Simpson,8.4,2.0,2.2,4
Al Skinner,9.3,3.3,2.6,4
Bingo Smith,12.6,4.2,2.0,1
Sammy Smith,6.8,1.4,1.3,4
Willie Smith,4.6,1.7,3.6,4
Larry Steele,8.2,2.9,2.8,4
Earl Tatum,9.6,2.6,1.9,4
Bernard Toone,2.4,1.5,0.5,4
Dave Twardzik,9.5,2.2,3.4,4
Andre Wakefield,2.3,1.0,0.9,4
Nick Weatherspoon,9.0,4.9,0.9,4
Don Williams,6.6,1.4,2.4,4
Rick Wilson,2.9,1.2,1.3,4
Thomas Wilson,1.1,1.0,0.8,4
Tony Zeno,1.8,1.8,0.1,4
Lucius Allen,13.4,3.1,4.5,1
Kim Anderson,3.0,2.1,0.7,4
Tate Armstrong,3.8,1.0,1.1,4
Tom Barker,6.5,5.3,0.8,4
Butch Beard,9.3,3.4,3.6,4
Bob Bigelow,2.5,1.2,0.4,4
Dennis Boyd,1.2,0.4,1.4,4
Greg Bunch,2.3,1.4,0.3,4
E.C. Coleman,7.2,6.0,1.3,4
Wesley Cox,4.6,2.8,0.3,4
Lou Dampier,6.7,1.1,2.8,4
Charles Dudley,5.3,3.0,3.4,4
Ray Epps,2.0,0.4,0.2,4
Bayard Forrest,4.1,4.1,2.1,4
Gail Goodrich,18.6,3.2,4.7,1
Steve Green,4.6,2.0,0.6,4
Tommy Green,3.9,1.2,2.4,4
Lars Hansen,5.1,3.9,0.9,4
Robert Hawkins,12.7,2.3,1.5,1
Phil Hicks,2.3,1.6,0.6,4
Wilbur Holland,13.6,3.1,3.3,1
Essie Hollis,2.8,1.8,0.2,4
Otis Howard,4.2,2.9,0.4,4
Lou Hudson,20.2,4.4,2.7,0
Aaron James,10.8,4.1,1.0,1
Charlie Johnson,8.1,2.5,1.9,4
"Ted, Hound Dog McClain",5.9,2.3,3.0,4
Jim McMillian,13.8,5.3,2.5,1
Larry McNeill,8.5,4.8,0.8,4
Glenn Mosley,3.1,2.2,0.7,4
Bob Nash,4.7,2.2,0.7,4
Lloyd Neal,11.1,7.7,1.5,1
Connie Norman,6.0,1.5,0.9,4
Jim Price,10.0,3.1,3.7,4
Wayne Radford,3.9,1.3,1.1,4
Tony Robertson,5.5,1.1,1.4,4
Curtis Rowe,11.6,7.2,1.6,1
John Rudd,3.2,2.9,0.6,4
Steve Sheppard,3.5,1.7,0.6,4
Elmore Smith,13.4,10.6,1.4,2
Dick Snyder,12.2,2.8,2.9,1
Ira Terrell,7.0,4.2,1.1,4
Norm Van Lier,11.8,4.8,7.0,3
Wilson Washington,7.3,4.5,0.6,4
Slick Watts,8.9,3.2,6.1,3
Earl Williams,4.5,5.6,0.9,4
Nate Williams,12.0,3.8,1.5,1
Zaid Abdul-Aziz,9.0,8.0,1.2,4
Jim Ard,3.5,3.8,0.7,4
William Averitt,8.3,1.2,2.5,4
Dave Bing,20.3,3.8,6.0,0
Tom Boerwinkle,7.2,9.0,3.2,4
Phil Bond,0.6,0.6,0.3,4
Jim Bostic,6.5,4.0,0.8,4
Fred Boyd,8.5,1.6,3.0,4
Wayman Britt,1.3,0.6,0.3,4
Gary Brokaw,8.0,1.7,3.0,4
Luther Burden,5.5,1.0,1.0,4
Ken Charles,8.5,2.0,2.5,4
Norm Cook,2.4,1.1,0.2,4
Mark Crow,5.6,1.8,0.5,4
Ernie DiGregorio,9.6,2.0,5.1,3
Derrek Dickey,6.1,4.9,1.1,4
Jim Eakins,5.5,3.8,1.3,4
Al Eberhard,6.8,3.5,0.8,4
Al Fleming,2.0,1.5,0.4,4
Mike Flynn,6.2,2.1,2.2,4
Greg Griffin,4.0,2.9,0.7,4
Glenn Hansen,5.3,2.2,0.8,4
John Havlicek,20.8,6.3,4.8,0
Larry Johnson,1.5,1.3,1.8,4
Robin Jones,4.9,4.1,1.1,4
Wil Jones,9.9,5.9,1.9,4
George Karl,2.6,0.7,1.5,4
Steve Kuberski,5.5,3.8,0.6,4
Charles Kupec,4.1,2.1,0.7,4
Rich Laurel,2.4,1.0,0.3,4
Dennis Layton,6.9,1.3,2.6,4
Eric Marsh,4.5,1.3,1.5,4
Jim McDaniels,5.3,4.4,0.9,4
Larry Moffett,0.8,1.1,0.4,4
Louie Nelson,9.4,2.4,1.9,4
Johnny Neumann,5.6,1.0,2.0,4
Willie Norwood,7.5,3.7,0.8,4
Eddie Owens,2.6,1.3,0.6,4
Joe Pace,3.2,2.1,0.3,4
Curtis Perry,9.5,8.8,1.9,4
Cliff Pondexter,3.9,3.8,1.1,4
Howard Porter,9.2,4.1,0.5,4
Ed Ratleff,8.3,4.0,2.7,4
Cazzie Russell,15.1,3.8,2.2,1
Fred Saunders,5.3,3.0,1.1,4
Dale Schlueter,5.3,5.2,1.6,4
Bruce Seals,10.3,4.6,1.2,1
Scott Sims,2.5,1.1,1.7,4
Claude Terry,4.0,0.8,0.9,4
Dean Tolson,5.0,2.2,0.4,4
Phil Walker,4.5,1.3,1.4,4
Chuck Williams,5.5,1.7,3.3,4
Bobby Wilson,5.5,1.2,0.8,4
Willie Wise,8.0,3.3,1.8,4
Dave Wohl,6.2,1.4,3.4,4
Don Adams,8.7,5.6,1.8,4
Jerome Anderson,2.6,0.5,0.3,4
Jim Barnett,11.7,3.1,3.0,1
Norton Barnhill,1.0,0.8,0.3,4
Mike Barr,3.9,1.8,2.4,4
Byron Beck,4.7,1.8,0.6,4
Bill Bradley,12.4,3.2,3.4,1
Fred Carter,15.2,3.9,3.5,1
Cornelius Cash,3.5,2.7,0.2,4
Mike D'Antoni,3.3,1.4,1.9,4
Mel Daniels,3.5,3.1,0.5,4
Double D Davis,8.6,5.9,1.6,4
Edward Davis,5.2,2.8,1.0,4
Mel Davis,5.3,4.3,0.9,4
Randy Denton,5.3,4.8,0.7,4
Henry Dickerson,2.0,0.2,0.8,4
Darrell Elston,1.0,1.2,0.4,4
Keith Erickson,9.5,4.5,2.6,4
Butch Feher,5.2,1.5,0.8,4
Fred Foster,7.8,2.4,1.1,4
Jim Fox,9.3,7.4,1.6,4
Rowland Garrett,5.1,2.3,0.4,4
Herm Gilliam,10.8,3.8,3.8,1
Leonard Gray,10.8,5.2,2.2,1
Rudy Hackett,2.3,2.2,0.5,4
Mo Howard,4.8,1.2,1.3,4
Jimmy Jones,6.4,1.9,2.0,4
Rich Jones,10.6,5.7,1.4,1
Eugene Kennedy,2.0,1.6,0.2,4
Tom Kropp,2.5,0.8,0.6,4
Bo Lamar,7.1,1.3,2.5,4
John Laskowski,7.1,2.4,0.8,4
Freddie Lewis,5.8,1.4,1.5,4
Bob Love,17.6,5.9,1.4,1
Jack Marin,14.8,5.2,2.1,1
Clyde Mayes,4.0,3.8,0.5,4
Paul McCracken,4.3,2.0,0.9,4
Glenn McDonald,4.2,1.5,0.7,4
Dean Meminger,6.1,2.6,2.5,4
Otto Moore,8.2,8.2,1.6,4
Allen Murphy,2.5,2.0,0.0,4
Frank Oleynick,5.0,0.9,1.1,4
Mike Riordan,9.9,2.9,2.4,4
Marv Roberts,2.1,0.9,0.7,4
Marshall Rogers,3.8,0.4,0.4,4
Phil Sellers,4.5,0.9,0.6,4
Mike Sojourner,8.7,6.5,0.9,4
Isaac Stallworth,7.7,2.8,0.7,4
Keith Starr,0.8,0.6,0.4,4
Roland Taylor,3.8,2.7,3.6,4
Chuck Terry,3.3,2.2,0.6,4
Nate Thurmond,15.0,15.0,2.7,2
Monte Towe,2.5,0.7,1.7,4
George Trapp,8.8,3.9,1.0,4
Dick Van Arsdale,16.4,4.1,3.3,1
Tom Van Arsdale,15.3,4.2,2.2,1
Neal Walk,12.6,7.7,2.1,1
Andy Walker,4.5,1.9,0.8,4
Henry Ward,3.1,1.2,0.2,4
Cornell Warner,6.4,7.5,1.1,4
Bob Weiss,7.6,1.8,3.7,4
Chuckie Williams,1.7,0.2,0.3,4
Daniel Anderson,3.7,1.0,1.7,4
Jerry Baskerville,1.2,1.3,0.1,4
Dennis Bell,2.8,1.9,0.4,4
Leon Benbow,5.5,1.9,1.6,4
John Block,11.9,6.6,1.3,1
Al Carlson,2.6,2.6,0.5,4
Archie Clark,16.3,3.3,4.8,1
John Clemens,6.7,3.2,1.1,4
Mel Counts,8.3,6.0,1.4,4
Jim Creighton,1.0,1.4,0.1,4
Billy Cunningham,20.8,10.1,4.0,0
Rod Derline,4.8,0.8,0.7,4
Dennis DuVal,1.9,0.6,0.7,4
Leroy Ellis,9.7,8.3,1.3,4
Larry Fogle,1.0,1.5,0.0,4
Donnie Freeman,10.8,2.8,2.7,1
Dick Gibbs,5.2,1.9,0.8,4
Matt Guokas,5.8,2.0,3.0,4
Lindsay Hairston,5.8,3.8,0.4,4
Clem Haskins,12.8,3.1,3.5,1
Connie Hawkins,16.5,8.0,4.1,1
Nate Hawthorne,5.4,2.1,0.7,4
John Hummer,6.9,5.3,1.7,4
Steve Jones,6.5,1.2,1.0,4
Wali Jones,10.1,2.3,3.2,1
Len Kosmalski,1.4,1.9,0.7,4
Tom Kozelko,2.2,1.8,0.5,4
Stu Lantz,12.4,3.3,2.9,1
Clyde Lee,7.7,10.3,1.1,2
Greg Lee,1.2,0.4,2.2,4
Phil Lumpkin,3.3,1.0,2.7,4
Larue Martin,5.3,4.6,0.7,4
Ken Mayfield,2.8,0.6,0.3,4
Jon McGlocklin,11.6,2.4,2.9,1
Cliff Meely,8.4,5.4,1.3,4
Jeff Mullins,16.2,4.3,3.8,1
Don Nelson,10.3,4.9,1.4,1
Steve Patterson,4.4,4.7,1.3,4
Geoff Petrie,21.8,2.8,4.6,0
Pat Riley,7.4,1.6,1.7,4
Ron Riley,5.8,5.2,1.2,4
Rick Roberson,9.0,8.3,1.4,4
Ed Searcy,1.5,0.0,0.3,4
Gene Short,2.5,1.4,0.3,4
Talvin Skinner,4.6,4.2,1.0,4
Jerry Sloan,14.0,7.4,2.5,1
Greg Smith,7.8,6.2,1.8,4
Terry Thomas,2.8,1.3,0.1,4
Jimmy Walker,16.7,2.7,3.5,1
Jim Washington,10.6,8.6,1.4,1
Walt Wesley,8.5,5.5,0.7,4
John Wetzel,3.4,1.9,1.4,4
Ron Williams,9.3,1.9,3.5,4
Lee Winfield,7.3,2.1,2.5,4
Harthorne Wingo,4.8,3.5,0.6,4
Luke Witte,3.2,3.0,0.5,4
Rick Adelman,7.7,2.4,3.5,4
Zelmo Beaty,16.0,10.4,1.5,2
Walt Bellamy,20.1,13.7,2.4,0
Ken Boyd,3.2,0.8,0.3,4
Steve Bracey,6.1,1.6,2.2,4
Bill Bridges,11.9,11.9,2.8,2
John Brisker,11.9,4.0,1.8,1
Ben Clyde,2.8,1.6,0.2,4
Dick Cunningham,2.8,3.7,0.6,4
Jesse Dark,3.6,0.8,0.6,4
Jim Davis,6.7,5.2,1.2,4
Steve Downing,2.4,1.5,0.4,4
Terry Driscoll,4.2,4.2,0.8,4
Ken Durrett,4.0,1.9,0.5,4
Hank Finkel,5.1,3.9,0.8,4
Bernie Fryer,6.2,1.8,3.0,4
Lamar Green,5.2,6.4,0.7,4
Happy Hairston,14.8,10.3,1.6,2
Phil Hankinson,3.9,1.8,0.2,4
Bernie Harris,0.5,0.7,0.1,4
Bill Hewitt,5.7,5.5,1.3,4
Greg Jackson,3.7,1.4,2.0,4
Wardell Jackson,4.3,2.4,0.5,4
Bob Kauffman,11.5,7.0,2.7,1
Frank Kendrick,3.3,1.5,0.3,4
Toby Kimball,6.1,6.8,1.0,4
Don Kojis,12.2,5.6,1.4,1
Russell Lee,2.9,1.2,0.7,4
Bill Ligon,3.3,0.7,0.7,4
Stan Love,6.8,4.0,0.8,4
Don May,8.8,3.5,1.0,4
Kenny McIntosh,5.3,3.9,1.0,4
Gary Melchionni,7.8,2.4,2.2,4
Jim Owens,3.1,0.9,1.1,4
Tom Riker,2.7,1.7,0.3,4
Paul Ruffner,2.1,0.9,0.2,4
Bob Rule,17.4,8.3,1.5,1
Don Smith,5.2,0.6,0.9,4
Dave Stallworth,9.3,4.7,1.7,4
George Thompson,10.7,2.5,3.1,1
John Tschogl,2.5,1.8,0.6,4
Chet Walker,18.2,7.1,2.1,1
Perry Warbington,2.0,1.6,3.2,4
Stan Washington,0.0,0.0,0.0,4
Owen Wells,3.0,1.1,0.7,4
Lenny Wilkens,16.5,4.7,6.7,3
Dick Barnett,15.8,2.9,2.8,1
Larry Cannon,6.2,1.9,2.7,4
Bill Chamberlain,5.5,2.9,1.3,4
Bob Christian,3.8,4.1,0.8,4
Charlie Davis,8.9,1.5,2.2,4
Dave DeBusschere,16.1,11.0,2.9,2
Joe Ellis,8.8,5.1,1.4,4
Rod Freeman,3.0,1.5,0.4,4
Eldo Garrett,10.3,3.0,2.5,1
Jim Garvin,0.3,0.8,0.0,4
Travis Grant,3.6,1.5,0.2,4
Walt Hazzard,12.6,3.0,4.9,1
Tom Ingelsby,2.7,0.9,0.8,4
George Johnson,2.8,3.2,0.3,4
Larry Jones,9.0,2.5,2.8,4
Ben Kelso,1.8,0.7,0.4,4
Howard Komives,10.2,2.4,4.0,1
Emanuel Leaks,8.3,6.8,0.9,4
Jerry Lucas,17.0,15.6,3.3,2
Mike Macaluso,1.6,0.8,0.1,4
Ted Manakas,2.4,0.6,0.4,4
Vester Marshall,1.3,2.8,0.3,4
Allie McGuire,2.0,1.0,0.5,4
Stan McKenzie,9.0,2.8,1.5,4
Tommy Patterson,2.2,1.0,0.2,4
Luke Rackley,6.0,4.5,0.6,4
Mike Ratliff,4.0,3.2,0.6,4
Joe Reaves,2.3,1.1,0.1,4
Willis Reed,18.7,12.9,1.8,2
Rich Rinaldi,5.0,1.2,0.9,4
Oscar Robertson,25.7,7.5,9.5,0
Mark Sibley,1.6,0.9,0.5,4
Justus Thigpen,2.5,0.5,0.4,4
Bob Verga,5.0,0.9,0.8,4
Johnny Warren,6.0,2.3,1.9,4
Jerry West,27.0,5.8,6.7,0
Arthur Williams,5.3,3.1,4.4,4
Milt Williams,3.5,0.8,1.8,4
Wilt Chamberlain,30.1,22.9,4.4,0
Pete Cross,5.8,8.3,1.0,4
Bob Davis,1.8,0.6,0.2,4
Mike Davis,10.7,2.3,1.8,1
Terry Dischinger,13.8,5.6,1.8,1
Scott English,3.2,1.5,0.5,4
Harold Fox,3.1,0.8,1.0,4
Johnny Green,11.6,8.6,1.4,1
Luther Green,0.6,0.6,0.0,4
Hal Greer,19.2,5.0,4.0,1
Gary Gregor,9.8,7.0,1.5,4
Jeff Halliburton,6.1,1.6,1.3,4
Fred Hilton,9.4,2.1,1.6,4
Gus Johnson,17.1,12.7,2.7,2
Jim King,7.2,2.5,2.3,4
Kevin Loughery,15.3,3.0,3.7,1
Harvey Marlatt,3.7,1.4,1.5,4
Eddie Mast,2.5,2.4,0.5,4
Eric McWilliams,2.0,1.4,0.1,4
Mark Minor,1.3,1.0,0.5,4
Erwin Mueller,7.6,4.8,2.0,4
Bob Portman,5.7,3.3,0.6,4
Mike Price,3.3,1.3,0.7,4
Flynn Robinson,14.5,2.6,3.1,1
Frank Russell,3.2,0.7,0.7,4
Thomas Sanders,9.6,6.3,1.1,4
Frank Schade,1.1,0.7,1.1,4
Sam Sibert,2.4,0.8,0.0,4
Bill Smith,6.8,4.8,0.7,4
Dave Sorenson,8.1,4.7,1.3,4
Paul Stovall,3.0,2.4,0.5,4
John Trapp,7.4,4.5,1.0,4
John Tresvant,9.2,6.3,1.4,4
Bill Turner,5.4,3.5,0.6,4
Joby Wright,3.9,2.8,0.5,4
Odis Allison,1.9,1.3,0.3,4
Vic Bartolome,0.9,1.6,0.1,4
Elgin Baylor,27.4,13.5,4.3,0
Emmette Bryant,6.6,2.8,3.0,4
Sid Catlett,0.7,0.4,0.1,4
Jerry Chambers,8.1,3.1,0.8,4
Jimmy Collins,3.8,0.9,0.9,4
Jackie Dinkins,2.5,1.1,0.4,4
Bill Dinwiddie,4.4,3.3,0.6,4
Johnny Egan,7.8,1.8,3.0,4
Greg Fillmore,2.4,2.2,0.4,4
Jake Ford,4.1,0.6,1.1,4
Clarence Glover,2.6,1.8,0.2,4
Shaler Halimon,6.7,3.4,1.8,4
Art Harris,9.1,2.4,2.7,4
Al Henry,4.0,3.0,0.2,4
Wilmer Hosket,4.0,2.5,0.7,4
Greg Howard,3.4,2.5,0.6,4
Darrall Imhoff,7.2,7.6,1.8,4
Lucious Jackson,9.9,8.8,1.6,4
Jake Jones,4.5,1.5,0.7,4
Nick Jones,5.3,1.1,1.3,4
Ron Knight,4.7,2.8,0.8,4
Chuck Lowery,2.3,1.0,0.7,4
Jim Marsh,3.1,2.2,0.8,4
Willie McCarter,7.0,1.6,2.0,4
Gil McGregor,4.1,3.5,0.4,4
Mccoy McLemore,8.8,5.5,1.3,4
Eddie Miles,13.4,3.1,2.0,1
Rex Morgan,2.8,1.5,0.6,4
Dorie Murrey,4.7,4.4,0.6,4
Barry Nelson,1.3,0.7,0.3,4
Charlie Paulk,6.2,3.9,0.3,4
Tom Payne,4.1,2.4,0.5,4
Bob Quick,6.0,2.8,0.7,4
Jackie Ridgle,1.8,0.5,0.2,4
Larry Siegfried,10.8,2.8,3.5,1
Garfield Smith,2.7,2.1,0.3,4
Fred Taylor,4.4,1.6,0.8,4
John Vallely,3.6,0.7,0.8,4
Bobby Washington,6.0,2.0,3.6,4
Jeff Webb,2.1,0.8,0.6,4
Isaiah Wilson,3.5,1.0,0.9,4
Barry Yates,2.9,1.7,0.3,4
Charlie Yelverton,7.9,2.9,1.2,4
Gary Zeller,3.5,1.2,0.5,4
Cliff Anderson,3.0,1.3,0.8,4
Bob Arnzen,5.5,2.8,0.4,4
Alvin Attles,8.9,3.5,3.5,4
Jim Barnes,8.8,6.5,0.8,4
Thomas Barr,2.0,0.6,0.9,4
Johnny Baum,4.5,2.0,0.5,4
Tom Black,4.2,3.6,0.6,4
Bob Boozer,14.8,8.1,1.4,1
Nate Bowman,2.9,3.3,0.7,4
Len Chappell,9.5,5.3,0.7,4
Joe Cooke,4.3,1.6,1.3,4
Freddie Crawford,6.8,2.5,2.1,4
Connie Dierking,10.0,6.7,1.5,4
Claude English,1.5,1.1,0.3,4
Levi Fontaine,3.8,0.4,0.6,4
Gary Freeman,3.2,2.0,0.7,4
Walt Gilmore,2.1,2.7,0.4,4
Bob Greacen,2.6,1.5,0.9,4
Fred Hetzel,11.2,5.9,1.1,1
Alvin Holt,0.7,0.7,0.0,4
Bailey Howell,18.7,9.9,2.0,1
Greg Hyder,5.4,4.3,0.6,4
Rich Johnson,4.7,2.7,0.4,4
Ernie Killum,0.3,0.5,0.0,4
Bobby Lewis,5.8,2.1,2.2,4
Paul Long,3.9,0.8,0.8,4
Mike Lynn,2.6,1.4,0.6,4
Ed Manning,5.1,4.5,0.7,4
Tom Meschery,12.7,8.6,1.7,1
Larry Mikan,3.0,2.6,0.8,4
Carlos Ogden,3.5,1.4,0.6,4
Ralph Ogden,1.3,1.0,0.3,4
Bob Riley,1.9,1.7,0.1,4
Mike Silliman,2.5,1.7,0.6,4
Adrian Smith,11.8,2.2,2.4,1
Dennis Stewart,2.0,1.5,0.5,4
Bill Stricker,4.0,0.0,0.0,4
Gary Suiter,1.4,1.4,0.1,4
Joe Thomas,1.4,1.1,0.4,4
Rod Thorn,10.8,3.1,2.6,1
Al Tucker,9.5,5.0,0.9,4
Herb White,2.4,1.3,1.2,4
Bernie Williams,7.0,1.9,2.2,4
Willie Williams,0.9,0.9,0.3,4
George Wilson,5.4,5.2,0.7,4
Marv Winkler,2.7,1.3,0.7,4
Bill Zopf,2.2,0.9,1.4,4
Wally Anderzunas,3.6,1.9,0.2,4
John Arthurs,3.2,1.3,1.5,4
Joe Caldwell,15.2,5.1,2.7,1
Bob Cousy,18.4,5.2,7.5,3
Dave Gambee,10.6,5.2,1.0,1
Richie Guerin,17.3,5.0,5.0,1
Al Hairston,2.2,1.0,1.0,4
Brian Heaney,2.0,0.3,0.4,4
Neil Johnson,4.0,3.4,1.1,4
Joe Kennedy,5.3,3.0,0.8,4
Dave Newmark,5.3,3.6,0.7,4
Rich Niemann,2.8,2.7,0.5,4
Grady O'Malley,2.1,1.1,0.4,4
Don Ohl,15.9,3.0,3.1,1
Loy Petersen,2.9,1.0,0.7,4
George Reynolds,2.1,1.4,1.2,4
Guy Rodgers,11.7,4.3,7.8,3
Dave Scholz,2.0,0.0,0.0,4
Ray Scott,14.9,10.5,2.4,2
Gene Tormohlen,4.4,4.1,0.9,4
Sam Williams,3.9,1.8,1.0,4
Tom Workman,2.5,1.2,0.1,4
Bob Allen,1.8,2.1,0.4,4
Harry Barnes,2.0,1.2,0.2,4
John Barnhill,8.6,2.8,2.8,4
Ed Biedenbach,0.6,0.3,0.4,4
Jay Carty,2.7,2.1,0.4,4
Lloyd Dove,3.1,2.0,0.4,4
Wayne Embry,12.5,9.1,1.4,1
Bob Ferry,9.1,5.3,1.4,4
Pat Frink,2.6,0.9,1.1,4
Mal Graham,4.7,1.7,1.1,4
Dennis Hamilton,2.9,1.5,0.6,4
Skip Harlicka,4.1,0.6,1.4,4
Tom Hawkins,8.7,6.0,1.1,4
Sam Jones,17.7,4.9,2.5,1
Rod Knowles,1.1,1.1,0.0,4
Tom Kron,6.5,3.3,2.8,4
Rudy LaRusso,15.6,9.4,2.1,1
Dave Lattin,4.5,3.8,0.6,4
George Lehmann,3.2,0.8,1.8,4
Plummer Lott,2.2,1.8,0.6,4
Jay Miller,2.6,0.8,0.1,4
Enoch Olsen,4.4,3.0,0.8,4
Barry Orms,2.8,2.5,0.8,4
Craig Raymond,2.0,2.5,0.3,4
Bill Russell,15.1,22.5,4.3,2
Doug Sims,1.0,1.0,0.0,4
Dwight Waller,0.6,0.9,0.1,4
Bob Warlick,7.5,2.9,2.0,4
Ken Wilburn,2.6,1.9,0.4,4
Cliff Williams,1.3,1.0,0.7,4
Charles Acton,3.3,2.0,0.5,4
Henry Akin,3.5,2.1,0.5,4
Tyrone Britt,2.5,1.4,1.1,4
Jim Burns,1.3,0.7,0.3,4
Jim Caldwell,0.0,0.5,0.5,4
George Carter,3.0,0.0,1.0,4
Larry Costello,12.2,3.8,4.6,1
Ron Filipek,2.3,1.3,0.4,4
Gary Gray,2.4,0.5,0.6,4
Reggie Harding,9.0,9.1,1.7,4
Al Jackson,0.0,0.0,0.5,4
Johnny Jones,4.2,2.2,0.5,4
George Lee,7.5,4.2,0.9,4
Bill Melchionni,4.4,1.4,1.4,4
George Patterson,2.0,2.7,0.9,4
Jim Reid,3.5,1.8,0.5,4
Dave Schellhase,2.8,1.0,0.8,4
Craig Spitzer,1.8,2.4,0.0,4
Joe Strawder,8.6,9.9,1.1,4
Tom Thacker,3.3,2.4,1.0,4
Jim Ware,2.3,2.3,0.2,4
Rick Weitzman,1.3,0.4,0.3,4
Roland West,1.0,1.3,0.0,4
John Austin,5.8,1.8,1.0,4
Dave Deutsch,1.1,1.1,0.8,4
Wayne Hightower,9.0,5.9,1.1,4
Bob Hogsett,2.3,0.4,0.1,4
Tom Hoover,3.5,4.3,0.6,4
K.C. Jones,7.4,3.5,4.3,4
Wayne Molis,3.5,1.7,0.2,4
Paul Neumann,11.1,2.9,3.2,1
Ron Reed,8.1,6.5,1.5,4
Charles Vaughn,9.0,2.2,2.3,4
Gerry Ward,3.2,1.7,1.4,4
Ben Warley,6.1,5.3,0.7,4
Ron Watts,1.4,1.4,0.1,4
Jay Arnette,3.7,1.0,1.2,4
Al Bianchi,8.1,2.5,2.2,4
Ron Bonham,6.3,1.5,0.4,4
Gary Bradds,3.3,2.1,0.5,4
Jesse Branson,1.0,1.8,0.2,4
Bill Buntin,7.7,6.0,0.9,4
Donnie Butcher,6.1,2.9,2.1,4
John Fairchild,2.0,1.5,0.4,4
Mike Farmer,6.7,4.6,1.3,4
Will Frazier,0.5,2.5,0.5,4
Tom Gola,11.3,8.0,4.2,1
Si Green,9.2,4.3,3.3,4
Cliff Hagan,18.0,6.9,3.0,1
Art Heyman,10.3,2.8,2.4,1
Johnny Kerr,13.8,11.2,2.2,2
Thales McReynolds,0.6,1.2,0.2,4
Willie Naulls,15.8,9.1,1.6,1
Gary Phillips,6.7,2.6,1.9,4
Woody Sauldsberry,10.7,7.8,1.1,1
Willie Somerset,5.6,1.9,1.1,4
John Thompson,3.5,3.5,0.3,4
Jack Twyman,19.2,6.6,2.3,1
Gene Wiley,4.2,7.3,0.8,4
Arlen Bockhorn,11.5,4.7,3.5,1
Dave Budd,7.1,4.6,1.0,4
Ed Burton,2.2,1.2,0.2,4
Al Butler,9.8,3.0,2.3,4
Steve Courtin,4.2,0.9,0.9,4
Bob Duffy,4.3,1.1,1.8,4
Jerry Greenspan,4.9,3.3,0.4,4
Jerry Grote,1.3,0.4,0.4,4
Charlie Hardnett,7.3,5.7,0.6,4
Tom Heinsohn,18.6,8.8,2.0,1
Gary Hill,4.7,1.6,1.4,4
Les Hunter,1.8,2.1,0.5,4
Willie Jones,7.4,2.8,2.0,4
Bud Koper,4.4,1.1,0.8,4
Barry Kramer,3.6,1.9,0.8,4
Bill McGill,10.2,3.9,1.1,1
Jackie Moreland,7.7,5.1,1.2,4
Charles Nash,3.0,1.8,0.4,4
Robert Nordmann,4.3,3.9,0.5,4
Bob Pettit,26.4,16.2,3.0,0
Hub Reed,5.5,5.1,0.8,4
John Rudometkin,6.3,3.1,0.5,4
Barney Cable,6.6,5.2,1.0,4
Larry Comley,2.1,1.6,1.0,4
Gene Conley,5.9,6.3,0.6,4
Mel Gibson,1.4,0.4,0.7,4
Jerry Harkness,5.8,1.2,1.2,4
Paul Hogue,6.3,7.1,0.7,4
Jim Krebs,8.0,6.2,0.8,4
Jim Loscutoff,6.2,5.6,0.7,4
Clyde Lovellette,17.0,9.5,1.6,1
Johnny McCarthy,7.8,3.6,3.7,4
Mel Peterson,1.0,0.5,0.0,4
Frank Ramsey,13.4,5.5,1.8,1
Ken Rohloff,0.0,0.0,0.5,4
Dolph Schayes,18.5,12.1,3.1,2
Ken Sears,13.9,7.8,1.6,1
Frank Selvy,10.8,3.7,2.8,1
Lee Shaffer,16.8,6.3,1.2,1
Gene Shue,14.4,4.1,3.7,1
